inputsize, time
782, 0.059710
783, 0.059057
784, 0.058913
785, 0.058379
786, 0.058453
787, 0.058605
788, 0.060404
789, 0.058865
790, 0.059555
791, 0.059873
792, 0.059646
793, 0.060328
794, 0.060278
795, 0.061029
796, 0.061247
797, 0.062210
798, 0.061271
799, 0.061983
800, 0.060465
801, 0.060901
802, 0.061304
803, 0.061392
804, 0.061809
805, 0.062043
806, 0.061729
807, 0.063468
808, 0.062381
809, 0.062479
810, 0.062467
811, 0.063869
812, 0.063888
813, 0.064573
814, 0.064789
815, 0.063895
816, 0.063502
817, 0.064068
818, 0.062593
819, 0.064407
820, 0.064572
821, 0.064014
822, 0.064634
823, 0.065438
824, 0.064542
825, 0.064519
826, 0.066766
827, 0.066644
828, 0.065216
829, 0.066333
830, 0.066321
831, 0.065391
832, 0.065895
833, 0.065887
834, 0.066886
835, 0.066565
836, 0.066732
837, 0.066814
838, 0.066971
839, 0.067157
840, 0.067601
841, 0.067829
842, 0.068791
843, 0.068767
844, 0.068680
845, 0.069386
846, 0.068073
847, 0.067971
848, 0.068343
849, 0.068470
850, 0.069291
851, 0.068264
852, 0.068526
853, 0.068956
854, 0.068941
855, 0.069240
856, 0.071766
857, 0.071270
858, 0.071237
859, 0.071643
860, 0.069952
861, 0.070456
862, 0.070573
863, 0.071298
864, 0.071734
865, 0.070834
866, 0.072145
867, 0.071103
868, 0.071737
869, 0.072275
870, 0.073301
871, 0.073576
872, 0.074365
873, 0.073678
874, 0.071954
875, 0.073064
876, 0.072822
877, 0.073240
878, 0.073823
879, 0.073876
880, 0.073794
881, 0.073373
882, 0.075162
883, 0.075072
884, 0.075510
885, 0.075530
886, 0.075550
887, 0.076023
888, 0.074749
889, 0.075476
890, 0.075344
891, 0.077540
892, 0.075776
893, 0.075300
894, 0.075971
895, 0.076955
896, 0.076566
897, 0.077221
898, 0.079219
899, 0.078479
900, 0.077851
901, 0.076760
902, 0.076389
903, 0.076935
904, 0.077154
905, 0.078698
906, 0.078731
907, 0.080637
908, 0.080010
909, 0.080461
910, 0.080938
911, 0.082604
912, 0.082002
913, 0.081587
914, 0.080569
915, 0.081105
916, 0.080145
917, 0.081707
918, 0.081378
919, 0.081426
920, 0.082603
921, 0.082281
922, 0.081241
923, 0.081174
924, 0.082493
925, 0.083783
926, 0.082566
927, 0.083491
928, 0.083293
929, 0.083717
930, 0.082754
931, 0.084305
932, 0.083666
933, 0.090770
934, 0.084765
935, 0.085091
936, 0.085365
937, 0.084153
938, 0.084082
939, 0.085390
940, 0.084771
941, 0.083631
942, 0.086177
943, 0.085651
944, 0.087225
945, 0.085593
946, 0.085736
947, 0.086377
948, 0.085684
949, 0.087605
950, 0.088752
951, 0.088111
952, 0.088564
953, 0.087745
954, 0.088703
955, 0.088955
956, 0.089219
957, 0.087467
958, 0.087682
959, 0.088459
960, 0.089809
961, 0.092069
962, 0.091308
963, 0.091825
964, 0.093361
965, 0.091003
966, 0.090914
967, 0.089700
968, 0.090617
969, 0.091542
970, 0.092069
971, 0.090775
972, 0.089422
973, 0.091293
974, 0.091894
975, 0.092299
976, 0.092770
977, 0.092055
978, 0.092018
979, 0.092757
980, 0.091307
981, 0.094107
982, 0.093411
983, 0.093414
984, 0.093957
985, 0.094686
986, 0.094123
987, 0.092842
988, 0.094703
989, 0.095344
990, 0.095604
991, 0.095881
992, 0.095963
993, 0.097165
994, 0.097178
995, 0.097462
996, 0.096641
997, 0.096822
998, 0.097524
999, 0.095586
1000, 0.097774
